title,year,url,arxiv_id,doi,venue,primary_category,categories,pdf_url,source
Manipulator-Independent Representations for Visual Imitation,2021,http://arxiv.org/abs/2103.09016v2,2103.09016v2,,,cs.RO,cs.RO,https://arxiv.org/pdf/2103.09016v2,arxiv
Mars Astrobiological Cave and Internal habitability Explorer (MACIE): A New Frontiers Mission Concept,2021,http://arxiv.org/abs/2105.05281v1,2105.05281v1,,,astro-ph.IM,"astro-ph.IM,astro-ph.EP",https://arxiv.org/pdf/2105.05281v1,arxiv
Mobile 3D Printing Robot Simulation with Viscoelastic Fluids,2021,http://arxiv.org/abs/2110.04412v1,2110.04412v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2110.04412v1,arxiv
Mobile Manipulation Leveraging Multiple Views,2021,http://arxiv.org/abs/2110.00717v2,2110.00717v2,,,cs.RO,cs.RO,https://arxiv.org/pdf/2110.00717v2,arxiv
Model Predictive Robot-Environment Interaction Control for Mobile Manipulation Tasks,2021,http://arxiv.org/abs/2106.04202v1,2106.04202v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2106.04202v1,arxiv
Model-based Policy Search for Partially Measurable Systems,2021,http://arxiv.org/abs/2101.08740v1,2101.08740v1,,,cs.RO,"cs.RO,cs.LG,eess.SY",https://arxiv.org/pdf/2101.08740v1,arxiv
Multi-Robot Coordination and Planning in Uncertain and Adversarial Environments,2021,http://arxiv.org/abs/2105.00389v1,2105.00389v1,10.1007/s43154-021-00046-5,"Current Robotics Reports, 2021",cs.RO,cs.RO,https://arxiv.org/pdf/2105.00389v1,arxiv
"Multimodal Sensory Learning for Real-time, Adaptive Manipulation",2021,http://arxiv.org/abs/2110.04634v1,2110.04634v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2110.04634v1,arxiv
Neural Task Success Classifiers for Robotic Manipulation from Few Real Demonstrations,2021,http://arxiv.org/abs/2107.00722v1,2107.00722v1,,,cs.RO,"cs.RO,cs.AI,cs.LG",https://arxiv.org/pdf/2107.00722v1,arxiv
Ontology-Assisted Generalisation of Robot Action Execution Knowledge,2021,http://arxiv.org/abs/2107.09353v1,2107.09353v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2107.09353v1,arxiv
PYROBOCOP : Python-based Robotic Control & Optimization Package for Manipulation and Collision Avoidance,2021,http://arxiv.org/abs/2106.03220v1,2106.03220v1,,,cs.RO,"cs.RO,cs.AI",https://arxiv.org/pdf/2106.03220v1,arxiv
Passivity-based control for haptic teleoperation of a legged manipulator in presence of time-delays,2021,http://arxiv.org/abs/2108.07658v2,2108.07658v2,,,cs.RO,"cs.RO,eess.SY,math.DS",https://arxiv.org/pdf/2108.07658v2,arxiv
Perceived Safety in Physical Human Robot Interaction -- A Survey,2021,http://arxiv.org/abs/2105.14499v1,2105.14499v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2105.14499v1,arxiv
Physical Interaction as Communication: Learning Robot Objectives Online from Human Corrections,2021,http://arxiv.org/abs/2107.02349v1,2107.02349v1,,,cs.RO,"cs.RO,cs.LG,eess.SY",https://arxiv.org/pdf/2107.02349v1,arxiv
Policy Transfer across Visual and Dynamics Domain Gaps via Iterative Grounding,2021,http://arxiv.org/abs/2107.00339v1,2107.00339v1,,,cs.RO,"cs.RO,cs.AI,cs.LG",https://arxiv.org/pdf/2107.00339v1,arxiv
Projecting Robot Navigation Paths: Hardware and Software for Projected AR,2021,http://arxiv.org/abs/2112.05172v2,2112.05172v2,,,cs.RO,"cs.RO,cs.GR,cs.HC",https://arxiv.org/pdf/2112.05172v2,arxiv
Proximity Perception in Human-Centered Robotics: A Survey on Sensing Systems and Applications,2021,http://arxiv.org/abs/2108.07206v2,2108.07206v2,10.1109/TRO.2021.3111786,IEEE Transactions on Robotics 2021,cs.RO,cs.RO,https://arxiv.org/pdf/2108.07206v2,arxiv
RMP2: A Structured Composable Policy Class for Robot Learning,2021,http://arxiv.org/abs/2103.05922v1,2103.05922v1,,,cs.RO,"cs.RO,cs.LG,eess.SY",https://arxiv.org/pdf/2103.05922v1,arxiv
Rapid Exploration for Open-World Navigation with Latent Goal Models,2021,http://arxiv.org/abs/2104.05859v5,2104.05859v5,,,cs.RO,"cs.RO,cs.AI,cs.LG",https://arxiv.org/pdf/2104.05859v5,arxiv
ReachBot: A Small Robot for Large Mobile Manipulation Tasks,2021,http://arxiv.org/abs/2110.10829v1,2110.10829v1,,,cs.RO,"cs.RO,eess.SY",https://arxiv.org/pdf/2110.10829v1,arxiv
Rearranging the Environment to Maximize Energy with a Robotic Circuit Drawing,2021,http://arxiv.org/abs/2111.08147v1,2111.08147v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2111.08147v1,arxiv
Robot Learning from Randomized Simulations: A Review,2021,http://arxiv.org/abs/2111.00956v2,2111.00956v2,,,cs.RO,"cs.RO,cs.LG",https://arxiv.org/pdf/2111.00956v2,arxiv
Robot Learning of 6 DoF Grasping using Model-based Adaptive Primitives,2021,http://arxiv.org/abs/2103.12810v1,2103.12810v1,10.1109/ICRA48506.2021.9560901,,cs.RO,cs.RO,https://arxiv.org/pdf/2103.12810v1,arxiv
Robotic Autonomous Trolley Collection with Progressive Perception and Nonlinear Model Predictive Control,2021,http://arxiv.org/abs/2110.06648v2,2110.06648v2,,,cs.RO,"cs.RO,eess.SY",https://arxiv.org/pdf/2110.06648v2,arxiv
Robust Robotic Control from Pixels using Contrastive Recurrent State-Space Models,2021,http://arxiv.org/abs/2112.01163v1,2112.01163v1,,,cs.LG,"cs.LG,cs.AI,cs.RO",https://arxiv.org/pdf/2112.01163v1,arxiv
"SAGCI-System: Towards Sample-Efficient, Generalizable, Compositional, and Incremental Robot Learning",2021,http://arxiv.org/abs/2111.14693v3,2111.14693v3,,,cs.RO,"cs.RO,cs.AI,cs.CV,cs.LG",https://arxiv.org/pdf/2111.14693v3,arxiv
STORM: An Integrated Framework for Fast Joint-Space Model-Predictive Control for Reactive Manipulation,2021,http://arxiv.org/abs/2104.13542v2,2104.13542v2,,"5th Annual Conference on Robot Learning, 2021",cs.RO,cs.RO,https://arxiv.org/pdf/2104.13542v2,arxiv
Safe Learning in Robotics: From Learning-Based Control to Safe Reinforcement Learning,2021,http://arxiv.org/abs/2108.06266v2,2108.06266v2,,,cs.RO,"cs.RO,cs.LG,eess.SY",https://arxiv.org/pdf/2108.06266v2,arxiv
Safety-Critical Learning of Robot Control with Temporal Logic Specifications,2021,http://arxiv.org/abs/2109.02791v7,2109.02791v7,,,cs.RO,"cs.RO,cs.FL,cs.LG",https://arxiv.org/pdf/2109.02791v7,arxiv
Seeing All the Angles: Learning Multiview Manipulation Policies for Contact-Rich Tasks from Demonstrations,2021,http://arxiv.org/abs/2104.13907v3,2104.13907v3,10.1109/IROS51168.2021.9636440,,cs.RO,"cs.RO,cs.LG",https://arxiv.org/pdf/2104.13907v3,arxiv
"Semantics for Robotic Mapping, Perception and Interaction: A Survey",2021,http://arxiv.org/abs/2101.00443v1,2101.00443v1,10.1561/2300000059,"Foundations and Trends in Robotics: Vol. 8: No. 1-2, pp 1-224 (2020)",cs.RO,"cs.RO,cs.CV,cs.HC,cs.LG",https://arxiv.org/pdf/2101.00443v1,arxiv
Semi-Autonomous Planning and Visualization in Virtual Reality,2021,http://arxiv.org/abs/2104.11827v1,2104.11827v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2104.11827v1,arxiv
Soft Biomimetic Optical Tactile Sensing with the TacTip: A Review,2021,http://arxiv.org/abs/2105.14455v2,2105.14455v2,,,cs.RO,cs.RO,https://arxiv.org/pdf/2105.14455v2,arxiv
Spatial Intention Maps for Multi-Agent Mobile Manipulation,2021,http://arxiv.org/abs/2103.12710v1,2103.12710v1,10.1109/ICRA48506.2021.9561359,,cs.RO,"cs.RO,cs.AI,cs.CV,cs.LG,cs.MA",https://arxiv.org/pdf/2103.12710v1,arxiv
Stability Constrained Mobile Manipulation Planning on Rough Terrain,2021,http://arxiv.org/abs/2105.04396v1,2105.04396v1,,,cs.RO,"cs.RO,cs.AI,eess.SY",https://arxiv.org/pdf/2105.04396v1,arxiv
Stronger Generalization Guarantees for Robot Learning by Combining Generative Models and Real-World Data,2021,http://arxiv.org/abs/2111.08761v2,2111.08761v2,,,cs.RO,"cs.RO,cs.LG,eess.SY",https://arxiv.org/pdf/2111.08761v2,arxiv
SurRoL: An Open-source Reinforcement Learning Centered and dVRK Compatible Platform for Surgical Robot Learning,2021,http://arxiv.org/abs/2108.13035v1,2108.13035v1,,,cs.RO,"cs.RO,cs.AI,eess.SY",https://arxiv.org/pdf/2108.13035v1,arxiv
Surface Disinfection using Ultraviolet Lightwith a Mobile Manipulation Robot,2021,http://arxiv.org/abs/2104.10739v1,2104.10739v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2104.10739v1,arxiv
Survivable Robotic Control through Guided Bayesian Policy Search with Deep Reinforcement Learning,2021,http://arxiv.org/abs/2106.15653v1,2106.15653v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2106.15653v1,arxiv
TANGO: Commonsense Generalization in Predicting Tool Interactions for Mobile Manipulators,2021,http://arxiv.org/abs/2105.04556v2,2105.04556v2,,,cs.RO,"cs.RO,cs.AI",https://arxiv.org/pdf/2105.04556v2,arxiv
Task-Driven Detection of Distribution Shifts with Statistical Guarantees for Robot Learning,2021,http://arxiv.org/abs/2106.13703v6,2106.13703v6,,,cs.RO,"cs.RO,cs.LG,stat.AP",https://arxiv.org/pdf/2106.13703v6,arxiv
"The Design of Stretch: A Compact, Lightweight Mobile Manipulator for Indoor Human Environments",2021,http://arxiv.org/abs/2109.10892v3,2109.10892v3,,,cs.RO,cs.RO,https://arxiv.org/pdf/2109.10892v3,arxiv
Towards Disturbance-Free Visual Mobile Manipulation,2021,http://arxiv.org/abs/2112.12612v3,2112.12612v3,,,cs.RO,"cs.RO,cs.CV",https://arxiv.org/pdf/2112.12612v3,arxiv
Towards Exploiting Geometry and Time for Fast Off-Distribution Adaptation in Multi-Task Robot Learning,2021,http://arxiv.org/abs/2106.13237v2,2106.13237v2,,,cs.RO,"cs.RO,cs.AI",https://arxiv.org/pdf/2106.13237v2,arxiv
Towards Real-Time Monocular Depth Estimation for Robotics: A Survey,2021,http://arxiv.org/abs/2111.08600v1,2111.08600v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2111.08600v1,arxiv
"Towards Robotic Laboratory Automation Plug & Play: The ""LAPP"" Framework",2021,http://arxiv.org/abs/2106.10129v3,2106.10129v3,10.1016/j.slast.2021.11.003,,cs.RO,cs.RO,https://arxiv.org/pdf/2106.10129v3,arxiv
Trust Your Robots! Predictive Uncertainty Estimation of Neural Networks with Sparse Gaussian Processes,2021,http://arxiv.org/abs/2109.09690v2,2109.09690v2,,,cs.RO,"cs.RO,cs.AI,cs.CV,cs.LG",https://arxiv.org/pdf/2109.09690v2,arxiv
Vision-Language Navigation: A Survey and Taxonomy,2021,http://arxiv.org/abs/2108.11544v3,2108.11544v3,,,cs.CV,"cs.CV,cs.MM",https://arxiv.org/pdf/2108.11544v3,arxiv
"Vision-based Driver Assistance Systems: Survey, Taxonomy and Advances",2021,http://arxiv.org/abs/2104.12583v1,2104.12583v1,10.1109/ITSC.2015.329,2015 IEEE 18th International Conference on Intelligent Transportation Systems,cs.RO,"cs.RO,cs.CV",https://arxiv.org/pdf/2104.12583v1,arxiv
Visionary: Vision architecture discovery for robot learning,2021,http://arxiv.org/abs/2103.14633v1,2103.14633v1,,ICRA 2021,cs.RO,"cs.RO,cs.CV,cs.LG,cs.NE",https://arxiv.org/pdf/2103.14633v1,arxiv
Visually Guided UGV for Autonomous Mobile Manipulation in Dynamic and Unstructured GPS Denied Environments,2021,http://arxiv.org/abs/2112.08024v1,2112.08024v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2112.08024v1,arxiv
What Can I Do Here? Learning New Skills by Imagining Visual Affordances,2021,http://arxiv.org/abs/2106.00671v2,2106.00671v2,,,cs.RO,"cs.RO,cs.CV,cs.LG",https://arxiv.org/pdf/2106.00671v2,arxiv
What we see and What we don't see: Imputing Occluded Crowd Structures from Robot Sensing,2021,http://arxiv.org/abs/2109.08494v1,2109.08494v1,,,cs.RO,"cs.RO,cs.CV",https://arxiv.org/pdf/2109.08494v1,arxiv
Whole-Body Control on Non-holonomic Mobile Manipulation for Grapevine Winter Pruning Automation,2021,http://arxiv.org/abs/2105.10777v1,2105.10777v1,,,cs.RO,"cs.RO,cs.AI",https://arxiv.org/pdf/2105.10777v1,arxiv
Wrapped Haptic Display for Communicating Physical Robot Learning,2021,http://arxiv.org/abs/2111.04542v1,2111.04542v1,,,cs.RO,"cs.RO,cs.HC",https://arxiv.org/pdf/2111.04542v1,arxiv
panda-gym: Open-source goal-conditioned environments for robotic learning,2021,http://arxiv.org/abs/2106.13687v2,2106.13687v2,,,cs.LG,cs.LG,https://arxiv.org/pdf/2106.13687v2,arxiv
3D Collision-Force-Map for Safe Human-Robot Collaboration,2020,http://arxiv.org/abs/2009.01036v4,2009.01036v4,,,cs.RO,cs.RO,https://arxiv.org/pdf/2009.01036v4,arxiv
A Long Horizon Planning Framework for Manipulating Rigid Pointcloud Objects,2020,http://arxiv.org/abs/2011.08177v1,2011.08177v1,,,cs.RO,"cs.RO,cs.LG",https://arxiv.org/pdf/2011.08177v1,arxiv
A Nonparametric Off-Policy Policy Gradient,2020,http://arxiv.org/abs/2001.02435v3,2001.02435v3,,,cs.LG,"cs.LG,stat.ML",https://arxiv.org/pdf/2001.02435v3,arxiv
A Survey of FPGA-Based Robotic Computing,2020,http://arxiv.org/abs/2009.06034v3,2009.06034v3,,,cs.RO,"cs.RO,cs.AI,cs.AR",https://arxiv.org/pdf/2009.06034v3,arxiv
A Survey on Autonomous Vehicle Control in the Era of Mixed-Autonomy: From Physics-Based to AI-Guided Driving Policy Learning,2020,http://arxiv.org/abs/2007.05156v1,2007.05156v1,,,cs.AI,"cs.AI,cs.RO",https://arxiv.org/pdf/2007.05156v1,arxiv
A Task Allocation Approach for Human-Robot Collaboration in Product Defects Inspection Scenarios,2020,http://arxiv.org/abs/2009.06423v1,2009.06423v1,,,cs.RO,"cs.RO,eess.SY",https://arxiv.org/pdf/2009.06423v1,arxiv
A User's Guide to Calibrating Robotics Simulators,2020,http://arxiv.org/abs/2011.08985v1,2011.08985v1,,,cs.LG,"cs.LG,cs.RO",https://arxiv.org/pdf/2011.08985v1,arxiv
Accelerating Reinforcement Learning with Learned Skill Priors,2020,http://arxiv.org/abs/2010.11944v1,2010.11944v1,,,cs.LG,"cs.LG,cs.AI,cs.RO",https://arxiv.org/pdf/2010.11944v1,arxiv
Active Inference and Behavior Trees for Reactive Action Planning and Execution in Robotics,2020,http://arxiv.org/abs/2011.09756v4,2011.09756v4,,,cs.RO,"cs.RO,cs.AI",https://arxiv.org/pdf/2011.09756v4,arxiv
Adaptive tracking control for task-based robot trajectory planning,2020,http://arxiv.org/abs/2010.07406v1,2010.07406v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2010.07406v1,arxiv
An Approach to Deploy Interactive Robotic Simulators on the Web for HRI Experiments: Results in Social Robot Navigation,2020,http://arxiv.org/abs/2012.12336v2,2012.12336v2,,,cs.RO,cs.RO,https://arxiv.org/pdf/2012.12336v2,arxiv
Assembly robots with optimized control stiffness through reinforcement learning,2020,http://arxiv.org/abs/2002.12207v1,2002.12207v1,,,cs.RO,"cs.RO,cs.LG,eess.SY",https://arxiv.org/pdf/2002.12207v1,arxiv
Batch Reinforcement Learning with a Nonparametric Off-Policy Policy Gradient,2020,http://arxiv.org/abs/2010.14771v3,2010.14771v3,,,cs.LG,"cs.LG,cs.AI",https://arxiv.org/pdf/2010.14771v3,arxiv
Belief-Grounded Networks for Accelerated Robot Learning under Partial Observability,2020,http://arxiv.org/abs/2010.09170v5,2010.09170v5,,,cs.RO,"cs.RO,cs.AI,cs.LG",https://arxiv.org/pdf/2010.09170v5,arxiv
Catch the Ball: Accurate High-Speed Motions for Mobile Manipulators via Inverse Dynamics Learning,2020,http://arxiv.org/abs/2003.07489v1,2003.07489v1,,,cs.RO,"cs.RO,cs.LG",https://arxiv.org/pdf/2003.07489v1,arxiv
Concurrent Training Improves the Performance of Behavioral Cloning from Observation,2020,http://arxiv.org/abs/2008.01205v1,2008.01205v1,,,cs.LG,"cs.LG,cs.RO,stat.ML",https://arxiv.org/pdf/2008.01205v1,arxiv
Contextual Latent-Movements Off-Policy Optimization for Robotic Manipulation Skills,2020,http://arxiv.org/abs/2010.13766v3,2010.13766v3,,,cs.RO,"cs.RO,cs.LG",https://arxiv.org/pdf/2010.13766v3,arxiv
Coping with the variability in humans reward during simulated human-robot interactions through the coordination of multiple learning strategies,2020,http://arxiv.org/abs/2005.03987v1,2005.03987v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2005.03987v1,arxiv
Deep Reinforcement Learning with Population-Coded Spiking Neural Network for Continuous Control,2020,http://arxiv.org/abs/2010.09635v1,2010.09635v1,,,cs.NE,"cs.NE,cs.LG,cs.RO",https://arxiv.org/pdf/2010.09635v1,arxiv
DeepClaw: A Robotic Hardware Benchmarking Platform for Learning Object Manipulation,2020,http://arxiv.org/abs/2005.02588v1,2005.02588v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2005.02588v1,arxiv
Dimension-variable Mapless Navigation with Deep Reinforcement Learning,2020,http://arxiv.org/abs/2002.06320v3,2002.06320v3,,,cs.RO,cs.RO,https://arxiv.org/pdf/2002.06320v3,arxiv
Distributed Reinforcement Learning of Targeted Grasping with Active Vision for Mobile Manipulators,2020,http://arxiv.org/abs/2007.08082v2,2007.08082v2,,,cs.RO,"cs.RO,cs.AI,cs.DC,cs.LG,stat.ML",https://arxiv.org/pdf/2007.08082v2,arxiv
Dynamic Experience Replay,2020,http://arxiv.org/abs/2003.02372v1,2003.02372v1,,"PMLR 100:1191-1200, 2020",cs.AI,"cs.AI,cs.LG",https://arxiv.org/pdf/2003.02372v1,arxiv
Enhanced Adversarial Strategically-Timed Attacks against Deep Reinforcement Learning,2020,http://arxiv.org/abs/2002.09027v1,2002.09027v1,10.1109/ICASSP40776.2020.9053342,"2020 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",cs.LG,"cs.LG,eess.SP,stat.ML",https://arxiv.org/pdf/2002.09027v1,arxiv
Experimental Comparison of Global Motion Planning Algorithms for Wheeled Mobile Robots,2020,http://arxiv.org/abs/2003.03543v1,2003.03543v1,,,cs.RO,"cs.RO,cs.AI",https://arxiv.org/pdf/2003.03543v1,arxiv
Few-shot Object Grounding and Mapping for Natural Language Robot Instruction Following,2020,http://arxiv.org/abs/2011.07384v1,2011.07384v1,,,cs.RO,"cs.RO,cs.AI,cs.CL,cs.CV,cs.LG",https://arxiv.org/pdf/2011.07384v1,arxiv
From Pixels to Legs: Hierarchical Learning of Quadruped Locomotion,2020,http://arxiv.org/abs/2011.11722v1,2011.11722v1,,"4th Conference on Robot Learning (CoRL 2020), Cambridge MA, USA",cs.RO,"cs.RO,cs.CV,cs.LG",https://arxiv.org/pdf/2011.11722v1,arxiv
Gaussian-Process-based Robot Learning from Demonstration,2020,http://arxiv.org/abs/2002.09979v2,2002.09979v2,10.1007/s12652-023-04551-7,"Journal of Ambient Intelligence and Humanized Computing, 2023",cs.RO,cs.RO,https://arxiv.org/pdf/2002.09979v2,arxiv
Generalization Guarantees for Imitation Learning,2020,http://arxiv.org/abs/2008.01913v2,2008.01913v2,,,cs.RO,"cs.RO,cs.LG,eess.SY,math.OC",https://arxiv.org/pdf/2008.01913v2,arxiv
Go Fetch: Mobile Manipulation in Unstructured Environments,2020,http://arxiv.org/abs/2004.00899v1,2004.00899v1,,"ICRA 2020 Workshop on Perception, Action, Learning: From Metric-Semantic Scene Understanding to High-level Task Execution, 2020",cs.RO,"cs.RO,cs.CV",https://arxiv.org/pdf/2004.00899v1,arxiv
Goal-Auxiliary Actor-Critic for 6D Robotic Grasping with Point Clouds,2020,http://arxiv.org/abs/2010.00824v4,2010.00824v4,,The Conference on Robot Learning (CoRL 2021),cs.RO,"cs.RO,cs.CV",https://arxiv.org/pdf/2010.00824v4,arxiv
Hardware as Policy: Mechanical and Computational Co-Optimization using Deep Reinforcement Learning,2020,http://arxiv.org/abs/2008.04460v2,2008.04460v2,,,cs.RO,cs.RO,https://arxiv.org/pdf/2008.04460v2,arxiv
Hierarchically Decoupled Imitation for Morphological Transfer,2020,http://arxiv.org/abs/2003.01709v2,2003.01709v2,,,cs.LG,"cs.LG,cs.AI,cs.RO,stat.ML",https://arxiv.org/pdf/2003.01709v2,arxiv
High Acceleration Reinforcement Learning for Real-World Juggling with Binary Rewards,2020,http://arxiv.org/abs/2010.13483v3,2010.13483v3,,,cs.RO,"cs.RO,cs.LG,stat.ML",https://arxiv.org/pdf/2010.13483v3,arxiv
Human-Supervised Semi-Autonomous Mobile Manipulators for Safely and Efficiently Executing Machine Tending Tasks,2020,http://arxiv.org/abs/2010.04899v2,2010.04899v2,,,cs.RO,"cs.RO,cs.AI",https://arxiv.org/pdf/2010.04899v2,arxiv
Hyperparameter Auto-tuning in Self-Supervised Robotic Learning,2020,http://arxiv.org/abs/2010.08252v4,2010.08252v4,10.1109/LRA.2021.3064509,"IEEE Robotics and Automation Letters, Volume:6, Issue:2, P. 3537-3544, April 2021",cs.RO,"cs.RO,cs.AI",https://arxiv.org/pdf/2010.08252v4,arxiv
Interactive Imitation Learning in State-Space,2020,http://arxiv.org/abs/2008.00524v2,2008.00524v2,,"Proceedings of the 2020 Conference on Robot Learning, PMLR 155:682-692",cs.RO,"cs.RO,cs.LG",https://arxiv.org/pdf/2008.00524v2,arxiv
Inverting the Pose Forecasting Pipeline with SPF2: Sequential Pointcloud Forecasting for Sequential Pose Forecasting,2020,http://arxiv.org/abs/2003.08376v3,2003.08376v3,,,cs.CV,"cs.CV,cs.AI,cs.LG,cs.MA,cs.RO",https://arxiv.org/pdf/2003.08376v3,arxiv
Investigating the Effects of Robot Engagement Communication on Learning from Demonstration,2020,http://arxiv.org/abs/2005.01020v1,2005.01020v1,,,cs.HC,"cs.HC,cs.RO",https://arxiv.org/pdf/2005.01020v1,arxiv
Kineverse: A Symbolic Articulation Model Framework for Model-Agnostic Mobile Manipulation,2020,http://arxiv.org/abs/2012.05362v4,2012.05362v4,10.1109/LRA.2022.3146515,"IEEE Robotics and Automation Letters, 7 (2022) 3372-3379",cs.RO,cs.RO,https://arxiv.org/pdf/2012.05362v4,arxiv
Learning Certified Control using Contraction Metric,2020,http://arxiv.org/abs/2011.12569v1,2011.12569v1,,,cs.RO,"cs.RO,eess.SY",https://arxiv.org/pdf/2011.12569v1,arxiv
Learning Latent Representations to Influence Multi-Agent Interaction,2020,http://arxiv.org/abs/2011.06619v1,2011.06619v1,,,cs.RO,"cs.RO,cs.AI,cs.LG",https://arxiv.org/pdf/2011.06619v1,arxiv
Learning Off-Policy with Online Planning,2020,http://arxiv.org/abs/2008.10066v5,2008.10066v5,,,cs.LG,"cs.LG,cs.AI,cs.RO",https://arxiv.org/pdf/2008.10066v5,arxiv
Learning Trajectories for Visual-Inertial System Calibration via Model-based Heuristic Deep Reinforcement Learning,2020,http://arxiv.org/abs/2011.02574v1,2011.02574v1,,Proceedings of the 4th Conference on Robot Learning (CoRL) 2020,cs.RO,"cs.RO,cs.LG",https://arxiv.org/pdf/2011.02574v1,arxiv
Learning User-Preferred Mappings for Intuitive Robot Control,2020,http://arxiv.org/abs/2007.11627v1,2007.11627v1,,,cs.RO,"cs.RO,cs.AI",https://arxiv.org/pdf/2007.11627v1,arxiv
Learning Visual Robotic Control Efficiently with Contrastive Pre-training and Data Augmentation,2020,http://arxiv.org/abs/2012.07975v3,2012.07975v3,,,cs.RO,"cs.RO,cs.AI,cs.LG",https://arxiv.org/pdf/2012.07975v3,arxiv
Learning and Reasoning for Robot Dialog and Navigation Tasks,2020,http://arxiv.org/abs/2005.09833v2,2005.09833v2,,,cs.AI,cs.AI,https://arxiv.org/pdf/2005.09833v2,arxiv
Learning control for transmission and navigation with a mobile robot under unknown communication rates,2020,http://arxiv.org/abs/2011.09193v1,2011.09193v1,,,cs.RO,"cs.RO,cs.LG,eess.SY",https://arxiv.org/pdf/2011.09193v1,arxiv
Learning from Suboptimal Demonstration via Self-Supervised Reward Regression,2020,http://arxiv.org/abs/2010.11723v3,2010.11723v3,,,cs.RO,"cs.RO,cs.LG",https://arxiv.org/pdf/2010.11723v3,arxiv
Learning of Long-Horizon Sparse-Reward Robotic Manipulator Tasks with Base Controllers,2020,http://arxiv.org/abs/2011.12105v3,2011.12105v3,,,cs.RO,"cs.RO,cs.CV",https://arxiv.org/pdf/2011.12105v3,arxiv
Leveraging Touch Sensors to Improve Mobile Manipulation,2020,http://arxiv.org/abs/2010.10810v1,2010.10810v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2010.10810v1,arxiv
Local Motion Planner for Autonomous Navigation in Vineyards with a RGB-D Camera-Based Algorithm and Deep Learning Synergy,2020,http://arxiv.org/abs/2005.12815v1,2005.12815v1,10.3390/machines8020027,,cs.LG,"cs.LG,cs.CV,stat.ML",https://arxiv.org/pdf/2005.12815v1,arxiv
MDPs with Unawareness in Robotics,2020,http://arxiv.org/abs/2005.10381v1,2005.10381v1,,,cs.RO,"cs.RO,cs.AI",https://arxiv.org/pdf/2005.10381v1,arxiv
MVP: Unified Motion and Visual Self-Supervised Learning for Large-Scale Robotic Navigation,2020,http://arxiv.org/abs/2003.00667v1,2003.00667v1,,,cs.RO,"cs.RO,cs.CV,cs.LG",https://arxiv.org/pdf/2003.00667v1,arxiv
"Mapping the co-evolution of artificial intelligence, robotics, and the internet of things over 20 years (1998-2017)",2020,http://arxiv.org/abs/2006.02366v1,2006.02366v1,10.1371/journal.pone.0242984,,cs.DL,"cs.DL,cs.IR,cs.SI",https://arxiv.org/pdf/2006.02366v1,arxiv
Mobile Robot Path Planning in Dynamic Environments: A Survey,2020,http://arxiv.org/abs/2006.14195v2,2006.14195v2,10.15878/j.cnki.instrumentation.2019.02.010,"Instrumentation,2019,6(02):90-100",cs.RO,cs.RO,https://arxiv.org/pdf/2006.14195v2,arxiv
MoboTSP: Solving the Task Sequencing Problem for Mobile Manipulators,2020,http://arxiv.org/abs/2011.04461v2,2011.04461v2,,,cs.RO,cs.RO,https://arxiv.org/pdf/2011.04461v2,arxiv
Model-Based Inverse Reinforcement Learning from Visual Demonstrations,2020,http://arxiv.org/abs/2010.09034v2,2010.09034v2,,"Proceedings of the 2020 Conference on Robot Learning, PMLR 155:1930-1942, 2021",cs.RO,"cs.RO,cs.LG",https://arxiv.org/pdf/2010.09034v2,arxiv
Model-Based Quality-Diversity Search for Efficient Robot Learning,2020,http://arxiv.org/abs/2008.04589v1,2008.04589v1,,,cs.AI,"cs.AI,cs.LG,cs.NE,cs.RO",https://arxiv.org/pdf/2008.04589v1,arxiv
Modeling Long-horizon Tasks as Sequential Interaction Landscapes,2020,http://arxiv.org/abs/2006.04843v2,2006.04843v2,,,cs.RO,"cs.RO,cs.LG",https://arxiv.org/pdf/2006.04843v2,arxiv
Motion Planner Augmented Reinforcement Learning for Robot Manipulation in Obstructed Environments,2020,http://arxiv.org/abs/2010.11940v1,2010.11940v1,,,cs.RO,"cs.RO,cs.AI,cs.LG",https://arxiv.org/pdf/2010.11940v1,arxiv
Motion Planning and Control for Mobile Robot Navigation Using Machine Learning: a Survey,2020,http://arxiv.org/abs/2011.13112v2,2011.13112v2,,,cs.RO,cs.RO,https://arxiv.org/pdf/2011.13112v2,arxiv
